id,name,address
ChIJQ8pJ8F9v5kcRyvHV5QVQ6eQ,Les Parisiens,"1 rue du Pré-aux-Clercs, Paris, 75007, France"
ChIJ65kTdVNx5kcRb34kg2awxac,Les Petits Parisiens,"49 avenue Jean-Moulin, Paris, 75014, France"
ChIJ1bKGkQ5u5kcRguOo3ddfbEE,Les Résistants,"16 rue du Château-d'Eau, Paris, 75010, France"
ChIJoxyiWA9v5kcR_5AN7QxPzkA,Les Résistants - La Table,"7 rue de la Fidélité, Paris, 75010, France"
ChIJjYzV7O5v5kcRY8f-v4wQu5Y,LiLi,"19 avenue Kléber, Paris, 75116, France"
ChIJR_eEDABt5kcRRXQdrbSdxus,Lissit,"48 rue de la Folie-Méricourt, Paris, 75011, France"
ChIJuQ3fvTxu5kcR6h8OofAEJYA,Liza,"14 rue de la Banque, Paris, 75002, France"
ChIJG621dN1v5kcRLhhNlAu7Ep0,Louis,"23 rue de la Victoire, Paris, 75009, France"
ChIJ_QwlZC9u5kcRM4LKKEFIOTE,Loulou,"107 rue Rivoli, Paris, 75001, France"
ChIJrf6XLDNu5kcRgypP8GERVqw,Lucas Carton,"9 place de la Madeleine, Paris, 75008, France"
ChIJZR5X0h1v5kcRKHX-v-Duw_Y,L’Oyat,"11 rue Notre-Dame-de-Nazareth, Paris, 75003, France"
ChIJFcnDoZNv5kcRWrrtZpwiK4w,Madame FAN,"18 rue Bayen, Paris, 75017, France"
ChIJjx3AVi1v5kcRegkMkjuBFa8,Magma,"9 rue Jean-Pierre-Timbaud, Paris, 75011, France"
ChIJ5U4GPz9v5kcRStPGOYpHOGs,Magnolia,"5 rue Henry-Monnier, Paris, 75009, France"
ChIJwc06-rBt5kcRWNPRltJQcd0,Maison,"3 rue Saint-Hubert, Paris, 75011, France"
ChIJ92L0r85v5kcRtPvRGwU5pPU,Maison Brut,"18 rue d'Abbeville, Paris, 75009, France"
ChIJRVLtzt5x5kcRr41EDZ8g96A,Maison Cluny,"3 rue de Cluny, Paris, 75005, France"
ChIJh9BitPxv5kcRJWNBL8T-JGk,Maison Dubois,"2 rue de Vienne, Paris, 75008, France"
ChIJNVJhNJRv5kcRPUWaSPU5KZg,Maison Rostang,"20 rue Rennequin, Paris, 75017, France"
ChIJM4_nbTpv5kcRFJubN2v3Cpw,Mallory Gabsi,"28 rue des Acacias, Paris, 75017, France"
ChIJhZWV_7Rv5kcRxjdDwBCZ4Z8,Mandoobar,"7 rue d'Édimbourg, Paris, 75008, France"
ChIJhVJG8_dv5kcRsd6zSQn8xro,Marie Akaneya,"12 rue Godot-de-Mauroy, Paris, 75009, France"
ChIJ_UUAHL965kcROj45XLlJcRo,Marius,"82 boulevard Murat, Paris, 75016, France"
ChIJqXlcDd1v5kcRzOp2UKIkads,Marius et Janette,"4 avenue George-V, Paris, 75008, France"
ChIJ81phINFx5kcRW5UjTPo8aGc,Marsan par Hélène Darroze,"4 rue d'Assas, Paris, 75006, France"
ChIJQSSMGnRx5kcRbs3Jd6p9uSk,Marso & Co,"16 rue Vulpian, Paris, 75013, France"
ChIJLceVAbRv5kcRs2VY6jRA8w4,Matka,"78 rue Quincampoix, Paris, 75003, France"
ChIJBUtKLOxx5kcRddHIo2VDCew,Mavrommatis,"42 rue Daubenton, Paris, 75005, France"
ChIJFUqB_sFt5kcRWPU8lkviUVw,Mensae,"23 rue Melingue, Paris, 75019, France"
ChIJ7Ylc4Vhv5kcRZAgTOtQB0_Q,Mieux,"21 rue Saint-Lazare, Paris, 75009, France"
ChIJD00qfklx5kcRjT5AYTaiy_Q,Milagro,"85 avenue Bosquet, Paris, 75007, France"
ChIJvZaucYJv5kcRgnV-InpMUZM,Minore,"4 avenue Trudaine, Paris, 75009, France"
ChIJ86t7GABv5kcRxUxx09z5Kws,Mojju,"4 rue de l'Exposition, Paris, 75007, France"
ChIJ0Zhpclxu5kcRydh-T4CObxk,Mokko,"3 rue Francœur, Paris, 75018, France"
ChIJNWYQDudv5kcRj-kwX_6y0Sc,Monsieur Bleu,"20 avenue de New-York, Paris, 75016, France"
ChIJ__8ruMhx5kcRYaR8gJpeAvo,Montée,"9 rue Léopold-Robert, Paris, 75014, France"
ChIJKcoagTtu5kcR7w9__RYkVlM,Mori Venice Bar,"27 rue Vivienne, Paris, 75002, France"
ChIJ-5A0x9Vv5kcRkHkE8Du_hw4,Mova,"39 rue des Dames, Paris, 75017, France"
ChIJJa2zzUFv5kcRb84DZAWvWX0,Mâche,"61 rue de Chabrol, Paris, 75010, France"
ChIJfecnzi9v5kcRGrNiqAWlNNQ,Mắm From Hanoï,"39 rue de Cléry, Paris, 75002, France"
ChIJha4y7zFv5kcRQ2uALYab4lo,NESO,"3 rue Papillon, Paris, 75009, France"
ChIJu5YsFy1w5kcRXZLyDsRiskI,Nakatani,"27 rue Pierre-Leroux, Paris, 75007, France"
ChIJj5cSZD1w5kcRxG5lX68BY50,Neige d'Été,"12 rue de l'Amiral-Roussin, Paris, 75015, France"
ChIJFwoVM0tu5kcR9SoGUDAh3Jg,Neva Cuisine,"2 rue de Berne, Paris, 75008, France"
ChIJxcBu_PVv5kcRHZkD-hm_UEE,Nhome,"41 rue de Montpensier, Paris, 75001, France"
ChIJy3iVhC9u5kcR1cCYgwGPi3A,Nodaïwa,"272 rue Saint-Honoré, Paris, 75001, France"
ChIJba0ODQBv5kcRjn9S8UfE4_g,Nolinski Le Restaurant,"16 avenue de l'Opéra, Paris, 75001, France"
ChIJxZgG1_Zv5kcR07nvyjrPAS4,Nomicos,"16 avenue Hubert-Germain, Paris, 75116, France"
ChIJPRuPSb9v5kcRCLft1e95YEA,Nonos par Paul Pairet,"Le Crillon, 10 place de la Concorde, Paris, 75008, France"
ChIJOXlENjhz5kcRHYsDcJiD9Gc,Nosso,"22 promenade Claude-Lévi-Strauss, Paris, 75013, France"
ChIJVxpO4yFu5kcRVKbB2xMvLMY,Odette,"25 rue du Pont-Neuf, Paris, 75001, France"
ChIJexUJUzFv5kcRcynXsmuxF5o,Ogata,"16 rue Debelleyme, Paris, 75003, France"
ChIJR7fpoO5v5kcRlFje00R0PpI,Omar Dhiab,"23 rue Hérold, Paris, 75001, France"
ChIJswl0oJdv5kcR5M9tkvzjpnM,Onor,"258 rue du Faubourg-Saint-Honoré, Paris, 75008, France"
ChIJ9fe5qYZv5kcRmU6zbLZxuEM,Origines Restaurant,"6 rue de Ponthieu, Paris, 75008, France"
ChIJibKza_lv5kcRGa8qOU_YOGI,Osmossi - Maison Mavrommatis,"70 avenue Paul-Doumer, Paris, 75016, France"
ChIJP4_7zAhy5kcRbb5uWi2ie1M,Osteria Ferrara,"7 rue du Dahomey, Paris, 75011, France"
ChIJx6VuJ2dx5kcRpX-dsyUlkL0,Otto,"5 rue Mouffetard, Paris, 75005, France"
ChIJCU_1nuxv5kcRmfS3m_h6mCg,Oxte,"5 rue Troyon, Paris, 75017, France"
ChIJQ6gX3jFv5kcRoGqtiEhHaWE,Pages,"4 rue Auguste-Vacquerie, Paris, 75016, France"
ChIJdwLJVERv5kcRzAkzVCFMhBc,Pantagruel,"10 rue de Richelieu, Paris, 75001, France"
ChIJ03vIR11v5kcRk5QReT9ivac,Parcelles,"13 rue Chapon, Paris, 75003, France"
ChIJG_fMygVy5kcRCLfpTD8eflk,Passerini,"65 rue Traversière, Paris, 75012, France"
ChIJ9fq2je1v5kcRZY-ReLUsuB8,Passionné,"17 rue Bergère, Paris, 75009, France"
ChIJM8iUPY5z5kcR2eZYsD3CKtU,Paulownia,"15 rue des Vignoles, Paris, 75020, France"
ChIJNb0Vrftv5kcRMegtKrTeefg,Pavyllon Paris,"8 avenue Dutuit, Paris, 75008, France"
ChIJDXgecepv5kcRDxSL1JAXsj0,Penati al Baretto,"94 boulevard de la Tour-Maubourg, Paris, 75007, France"
ChIJh0LgEaNv5kcRSr67VO7n0Vc,Perception,"53 rue Blanche, Paris, 75009, France"
ChIJCUflYd9v5kcRdXFSXN7bOz0,Pertinence,"29 rue de l'Exposition, Paris, 75007, France"
ChIJkXzvDPxv5kcR8dqA4rBhNmw,Petit Boutary,"16 rue Jacquemont, Paris, 75017, France"
ChIJualF1tBv5kcRTV1dJN2gvek,Petit Gris,"67 rue Rennequin, Paris, 75017, France"
ChIJzc8B79lv5kcRQkV9ksD5Z3o,Petrossian,"13 boulevard de la Tour-Maubourg, Paris, 75007, France"
ChIJdbADLJdv5kcRX7wLdYoI9LI,Petrus,"12 place du Maréchal-Juin, Paris, 75017, France"
ChIJLwdFHodx5kcR-kRjRYqYWLQ,Pho Tai,"13 rue Philibert-Lucot, Paris, 75013, France"
ChIJ45alMZdv5kcRQTV2IIU72JA,Phébé,"190 rue de Courcelles, Paris, 75017, France"
ChIJp8ypkghy5kcRB-RvBC7_Lp8,Pianovins,"46 rue Trousseau, Paris, 75011, France"
ChIJY1fdy0Fv5kcRXLhdgkfOfD0,Piero TT,"44 rue du Bac, Paris, 75007, France"
ChIJn82-Depv5kcRbitLK3lP0Bg,Pierre Gagnaire,"6 rue Balzac, Paris, 75008, France"
ChIJZfH9wfxt5kcRBbfvIAQsmyU,Pierre Sang in Oberkampf,"55 rue Oberkampf, Paris, 75011, France"
ChIJJdqGt_xt5kcRwt-MJujFxjE,Pierre Sang on Gambey,"6 rue Gambey, Paris, 75011, France"
ChIJq6pmRzFw5kcRNS0HHWYKbQ4,Pilgrim,"8 rue Nicolas-Charlet, Paris, 75015, France"
ChIJc-5wpqFv5kcRG-yRtd-JxCg,Pleine Terre,"15 rue de Bassano, Paris, 75116, France"
ChIJWzehlJdt5kcRiOrg9TDk9o4,Ploc,"15 rue Saint-Blaise, Paris, 75020, France"
ChIJn7oZtDxv5kcR9efLDbsQz88,Pouliche,"11 rue d'Enghien, Paris, 75010, France"
ChIJlaMk2O1v5kcRGqr6RnkJCdc,Prunier,"16 avenue Victor-Hugo, Paris, 75116, France"
ChIJQXGR4M1v5kcRPzerL5FBK_U,Prévelle,"34 rue Saint-Dominique, Paris, 75007, France"
ChIJlVvipTFu5kcR6VwB1PiwKv8,Pur' - Jean-François Rouquette,"Park Hyatt Paris-Vendôme, 5 rue de la Paix, Paris, 75002, France"
ChIJRWGMl-5v5kcRknpRdwtBoXo,Qasti Green,"41 rue des Jeûneurs, Paris, 75002, France"
ChIJ1d_XysNt5kcRc20ajeL9fYQ,Quedubon,"22 rue du Plateau, Paris, 75019, France"
ChIJpdqgn8lv5kcRmypX7y2Jgvk,Quelque part... Les Abysses,"1 rue Ambroise-Thomas, Paris, 75009, France"
ChIJp4qdOP5t5kcRBK5zybICJt8,Qui Plume la Lune,"50 rue Amelot, Paris, 75011, France"
ChIJh1sXFdJx5kcRPk-FmWcYRfU,Quinsou,"33 rue de l'Abbé-Grégoire, Paris, 75006, France"
ChIJdxltnj5u5kcR8TXA9auIRmg,Racines,"8 passage des Panoramas, Paris, 75002, France"
ChIJiy-Q-9Vx5kcRfio3tiPsmak,Racines des Prés,"1 rue de Gribeauval, Paris, 75007, France"
ChIJqbFrDt9x5kcRGKvCYWvzK28,Relais Louis XIII,"8 rue des Grands-Augustins, Paris, 75006, France"
ChIJCWAMPLRv5kcRMKka8xyKr0Y,Restaurant F,"10 rue Saint-Didier, Paris, 75116, France"
ChIJQ-V5FQBy5kcRRd_d6D3GQGg,Restaurant H,"13 rue Jean-Beausire, Paris, 75004, France"
ChIJQdFbHk9v5kcRBtFW38NDhbc,Restaurant Le Meurice Alain Ducasse,"Le Meurice, 228 rue de Rivoli, Paris, 75001, France"
ChIJiQ8n4PNv5kcRACVNMP0V6Fk,Restaurant des Grands Boulevards,"17 boulevard Poissonnière, Paris, 75002, France"
ChIJsz8Sqrpv5kcRm1B61Dpq_t8,Rooster,"137 rue Cardinet, Paris, 75017, France"
ChIJ5WfhF3lv5kcRG8Myeur2YHw,Rosemarie,"149 rue de l'Université, Paris, 75007, France"
ChIJz6_kpS5t5kcRNFr8uIUUcdo,Sadarnac,"17 rue Saint-Blaise, Paris, 75020, France"
ChIJV9CTEdxx5kcRigyvEfW6ZHs,Sagan,"8 rue Casimir-Delavigne, Paris, 75006, France"
ChIJFbIY0N9v5kcR-iryaVlj14w,Sancerre Rive Gauche,"22 avenue Rapp, Paris, 75007, France"
ChIJS3pghvNx5kcR_IrxmcDc0lA,Sellae,"18 rue des Wallons, Paris, 75013, France"
ChIJYVDa49hx5kcRBx5g-iYEivg,Semilla,"54 rue de Seine, Paris, 75006, France"
ChIJE6kCUghy5kcRmWSg3RUHIwM,Septime,"80 rue de Charonne, Paris, 75011, France"
ChIJzean6Hlv5kcR9jkXW9USvyg,Shabour,"19 rue Saint-Sauveur, Paris, 75002, France"
ChIJC3Q8OeRv5kcRizBUU2o1qCA,Shang Palace,"Shangri-La, 10 avenue d'Iéna, Paris, 75116, France"
ChIJ9eWtfUNu5kcRy9RxnfNfLPo,Signature Montmartre,"12 rue des Trois-Frères, Paris, 75018, France"
ChIJaRiXpZRx5kcRhsLXbprNSxI,"Simone, Le Resto...","33 boulevard Arago, Paris, 75013, France"
ChIJHc0YiXdt5kcRqxr5cSr6m4o,Soces,"32 rue de la Villette, Paris, 75019, France"
ChIJZ3ZKSOFx5kcRJa7xR8aZU_g,Sola,"12 rue de l'Hôtel-Colbert, Paris, 75005, France"
ChIJ_WtRdqJx5kcRejxK758qNRs,Solstice,"45 rue Claude-Bernard, Paris, 75005, France"
ChIJb5-96-xv5kcRAFSoQZTfCc0,Sormani,"4 rue du Général-Lanrezac, Paris, 75017, France"
ChIJM2QbF8Bx5kcRu1e_SjvcSvg,Sourire Le Restaurant,"15 rue de la Santé, Paris, 75013, France"
ChIJJcOo01Fx5kcRa1CjmZipX6E,Soé,"18 rue Beautreillis, Paris, 75004, France"
ChIJ1-NReNxv5kcR3yM08L3wXCA,Substance,"18 rue de Chaillot, Paris, 75016, France"
ChIJRVtFvX1v5kcRu-mSmgbuAlg,Super Huit,"95 rue de Miromesnil, Paris, 75008, France"
ChIJOZNwHS1v5kcRnO0W988mtRo,Sushi Shunei,"3 rue Audran, Paris, 75018, France"
ChIJIeDnbvVv5kcRCkaxpqe56vk,Sushi Yoshinaga,"27 rue du 4-Septembre, Paris, 75002, France"
ChIJl8BALABx5kcRcqB9X8pffNA,Sétopa,"6 rue Dupuytren, Paris, 75006, France"
ChIJoSONvAVy5kcRiFFvBHOUYv8,Table - Bruno Verjus,"3 rue de Prague, Paris, 75012, France"
ChIJDbpyKwBv5kcRzD2AWcV37xQ,Table Penja,"2 rue Sédillot, Paris, 75007, France"
ChIJT3dmQNdx5kcROH3SNWmKGhY,Taokan,"8 rue du Sabot, Paris, 75006, France"
ChIJAdcymgJu5kcR2toRbM80idw,Tavline,"25 rue du Roi-de-Sicile, Paris, 75004, France"
ChIJP0h7fOFv5kcRnVPMvx7dfq4,Tekés,"4 bis rue Saint-Sauveur, Paris, 75002, France"
ChIJAQAQKQVu5kcRkfK67eag_Ls,Terra,"21 rue des Gravilliers, Paris, 75003, France"
ChIJ1TFcJfxx5kcRIrCQxtOGTbk,Thaï Spices,"5-7 rue de l'Ave-Maria, Paris, 75004, France"
ChIJ1S254QJv5kcRjwVbhv8D7bM,Thiou,"Hôtel Norman, 9 rue Balzac, Paris, 75008, France"
ChIJc-FTvNlv5kcRhrLo0P6xZIg,Tomy & Co,"22 rue Surcouf, Paris, 75007, France"
ChIJj_BTxM5v5kcRa3eWCZ2aRvA,Tosca,"18 rue du Cirque, Paris, 75008, France"
ChIJ5eQBbSBx5kcRvEQZIALlPF4,Tour d'Argent,"15 quai de la Tournelle, Paris, 75005, France"
ChIJfe0cOQ9y5kcRa69y4RFpF_s,Towa,"75 rue Crozatier, Paris, 75012, France"
ChIJjSV9Pc9x5kcRdvc0tnet8gU,Toyo,"17 rue Jules-Chaplain, Paris, 75006, France"
ChIJAcfncI5v5kcR1JqbYutYwrU,Trente-Trois,"Maison Villeroy, 33 rue Jean-Goujon, Paris, 75008, France"
ChIJDbwZruFv5kcRUBy88uPDVzU,"VIVE, Maison Mer","62 avenue des Ternes, Paris, 75017, France"
ChIJA73L0W9z5kcRqULmP_W05uw,Vaisseau,"35 rue Faidherbe, Paris, 75011, France"
ChIJ34SrV-Jt5kcR9ZAebuU_c5Q,Vantre,"19 rue de la Fontaine-au-Roi, Paris, 75011, France"
ChIJZXCI_VFv5kcRi3Ry_nlMwx8,Vendémiaire,"54 boulevard de la Tour-Maubourg, Paris, 75007, France"
ChIJVVWlvCBw5kcRDxm5UwdWWPE,Via del Campo,"22 rue du Champ-de-Mars, Paris, 75007, France"
ChIJ__-zAA5y5kcRqLoe0pGwlcw,Virtus,"29 rue de Cotte, Paris, 75012, France"
ChIJRzkMLCJu5kcR11DVVaohb8o,Yam'Tcha,"121 rue Saint-Honoré, Paris, 75001, France"
ChIJDaBthtdx5kcR9uLGSbVrKlw,Yen,"22 rue Saint-Benoît, Paris, 75006, France"
ChIJtUlMOtlx5kcRJS7U0OQIPYc,Yoshinori,"18 rue Grégoire-de-Tours, Paris, 75006, France"
ChIJGxxYC99x5kcRpd3qg8kfdgA,Ze Kitchen Galerie,"4 rue des Grands-Augustins, Paris, 75006, France"
ChIJHQlSelFv5kcRvNdocCDdQFI,Zeffirino,"9 rue Marbeuf, Paris, 75008, France"
ChIJKzegdyVu5kcRmu5GJO1fAiY,Zen,"8 rue de l'Échelle, Paris, 75001, France"
ChIJkT3sLqhv5kcRPfbrX2E5u18,a.lea,"39 rue Lamarck, Paris, 75018, France"
ChIJhaa5yeFv5kcR1CwvYTJdU5E,jjii,"92 rue du Faubourg-Poissonnière, Paris, 75010, France"
ChIJiavpeQNy5kcRIbgG21aCYCc,À La Biche au Bois,"45 avenue Ledru-Rollin, Paris, 75012, France"
ChIJfc2eoT1x5kcRAU_o-0uqeHk,À Table,"28 rue du Général-Bertrand, Paris, 75007, France"
ChIJkcKzviNu5kcRAD_uiFEnr-8,À l’Épi d’Or,"25 rue Jean-Jacques-Rousseau, Paris, 75001, France"
ChIJVeUHqupv5kcRDHPinmB3LtU,Épicure,"Le Bristol, 112 rue du Faubourg-Saint-Honoré, Paris, 75008, France"
ChIJLdpVyutx5kcRrXbY4fHD4Cs,Épisodes,"8 rue Meissonier, Paris, 75017, France"
ChIJl4_3E-Vv5kcRqVcPabzg8HY,Étude,"14 rue du Bouquet-de-Longchamp, Paris, 75016, France"
ChIJUYo80Kxv5kcRsqQsipykxFM,Ōrtensia,"4 rue Beethoven, Paris, 75016, France"